Заголовок;Содержимое;Описание;Категория;Артикул;Изображение;В наличии;Цена;Цена на распродаже;Начало распродажи;Время начала распродажи;Дата окончания распродажи;Время окончания распродажи;Масса;Размер;Мощность;Высота стекла;Рамка
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps161427;;;3450.0;;;;;;185.0;;8 kW;510.0;широкая хромированная 
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps437600;;;3450.0;;;;;;185.0;;8 kW;510.0;шлифованная, полированная  стальная 
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps829569;;;3040.0;;;;;;185.0;;8 kW;570.0;черная 
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps423460;;;3116.0;;;;;;185.0;;8 kW;570.0;латунная 
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps411766;;;3170.0;;;;;;185.0;;8 kW;570.0;узкая золотая  
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps42639;;;3650.0;;;;;;185.0;;8 kW;570.0;широкая золотая  
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps440119;;;3170.0;;;;;;185.0;;8 kW;570.0;узкая хромированная 
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps92833;;;3650.0;;;;;;185.0;;8 kW;570.0;широкая хромированная 
PRISMA M h one part glass;;;Топки / Hajduk /  Prisma;Ps326510;;;3650.0;;;;;;185.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR544571;;;1800.0;;;;;;170.0;;8 kW;450.0;черная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR324282;;;1875.0;;;;;;170.0;;8 kW;450.0;латунная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR658574;;;1925.0;;;;;;170.0;;8 kW;450.0;узкая золотая  
PRISMA MR;;;Топки / Hajduk /  Prisma;PR870016;;;2405.0;;;;;;170.0;;8 kW;450.0;широкая золотая  
PRISMA MR;;;Топки / Hajduk /  Prisma;PR105833;;;1925.0;;;;;;170.0;;8 kW;450.0;узкая хромированная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR403076;;;2405.0;;;;;;170.0;;8 kW;450.0;широкая хромированная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR726932;;;2405.0;;;;;;170.0;;8 kW;450.0;шлифованная, полированная  стальная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR599248;;;2110.0;;;;;;170.0;;8 kW;510.0;черная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR818898;;;2185.0;;;;;;170.0;;8 kW;510.0;латунная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR902924;;;2240.0;;;;;;170.0;;8 kW;510.0;узкая золотая  
PRISMA MR;;;Топки / Hajduk /  Prisma;PR987653;;;2715.0;;;;;;170.0;;8 kW;510.0;широкая золотая  
PRISMA MR;;;Топки / Hajduk /  Prisma;PR866606;;;2240.0;;;;;;170.0;;8 kW;510.0;узкая хромированная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR937135;;;2715.0;;;;;;170.0;;8 kW;510.0;широкая хромированная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR509889;;;2715.0;;;;;;170.0;;8 kW;510.0;шлифованная, полированная  стальная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR729275;;;2240.0;;;;;;170.0;;8 kW;570.0;черная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR454893;;;2315.0;;;;;;170.0;;8 kW;570.0;латунная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR342063;;;2367.0;;;;;;170.0;;8 kW;570.0;узкая золотая  
PRISMA MR;;;Топки / Hajduk /  Prisma;PR945545;;;2840.0;;;;;;170.0;;8 kW;570.0;широкая золотая  
PRISMA MR;;;Топки / Hajduk /  Prisma;PR965621;;;2367.0;;;;;;170.0;;8 kW;570.0;узкая хромированная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR679884;;;2840.0;;;;;;170.0;;8 kW;570.0;широкая хромированная 
PRISMA MR;;;Топки / Hajduk /  Prisma;PR694302;;;2840.0;;;;;;170.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph841957;;;2730.0;;;;;;185.0;;8 kW;450.0;черная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph624599;;;2805.0;;;;;;185.0;;8 kW;450.0;латунная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph235373;;;2856.0;;;;;;185.0;;8 kW;450.0;узкая золотая  
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph821797;;;3330.0;;;;;;185.0;;8 kW;450.0;широкая золотая  
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph536482;;;2856.0;;;;;;185.0;;8 kW;450.0;узкая хромированная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph575831;;;3330.0;;;;;;185.0;;8 kW;450.0;широкая хромированная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph211786;;;3330.0;;;;;;185.0;;8 kW;450.0;шлифованная, полированная  стальная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph960939;;;2910.0;;;;;;185.0;;8 kW;510.0;черная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph274838;;;2985.0;;;;;;185.0;;8 kW;510.0;латунная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph219926;;;3031.0;;;;;;185.0;;8 kW;510.0;узкая золотая  
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph251953;;;3506.0;;;;;;185.0;;8 kW;510.0;широкая золотая  
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph263838;;;3031.0;;;;;;185.0;;8 kW;510.0;узкая хромированная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph728996;;;3506.0;;;;;;185.0;;8 kW;510.0;широкая хромированная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph401168;;;3506.0;;;;;;185.0;;8 kW;510.0;шлифованная, полированная  стальная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph708772;;;3090.0;;;;;;185.0;;8 kW;570.0;черная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph659495;;;3161.0;;;;;;185.0;;8 kW;570.0;латунная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph865695;;;3211.0;;;;;;185.0;;8 kW;570.0;узкая золотая  
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph394776;;;3685.0;;;;;;185.0;;8 kW;570.0;широкая золотая  
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph265422;;;3211.0;;;;;;185.0;;8 kW;570.0;узкая хромированная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph67351;;;3685.0;;;;;;185.0;;8 kW;570.0;широкая хромированная 
PRISMA MRh;;;Топки / Hajduk /  Prisma;Ph899081;;;3685.0;;;;;;185.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph693656;;;4086.0;;;;;;200.0;;8 kW;570.0;черная 
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph260126;;;4150.0;;;;;;200.0;;8 kW;570.0;латунная 
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph261662;;;4215.0;;;;;;200.0;;8 kW;570.0;узкая золотая  
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph758240;;;4685.0;;;;;;200.0;;8 kW;570.0;широкая золотая  
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph412012;;;4215.0;;;;;;200.0;;8 kW;570.0;узкая хромированная 
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph383942;;;4685.0;;;;;;200.0;;8 kW;570.0;широкая хромированная 
PRISMA MDRh;;;Топки / Hajduk /  Prisma;Ph488450;;;4685.0;;;;;;200.0;;8 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV534908;;;1840.0;;;;;;190.0;;11 kW;450.0;черная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV190343;;;1915.0;;;;;;190.0;;11 kW;450.0;латунная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV318675;;;1962.0;;;;;;190.0;;11 kW;450.0;узкая золотая  
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV313966;;;2440.0;;;;;;190.0;;11 kW;450.0;широкая золотая  
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV530590;;;1962.0;;;;;;190.0;;11 kW;450.0;узкая хромированная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV850856;;;2440.0;;;;;;190.0;;11 kW;450.0;широкая хромированная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV461867;;;2440.0;;;;;;190.0;;11 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV894451;;;2016.0;;;;;;190.0;;11 kW;510.0;черная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV983772;;;2090.0;;;;;;190.0;;11 kW;510.0;латунная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV442588;;;2140.0;;;;;;190.0;;11 kW;510.0;узкая золотая  
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV822394;;;2615.0;;;;;;190.0;;11 kW;510.0;широкая золотая  
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV195788;;;2140.0;;;;;;190.0;;11 kW;510.0;узкая хромированная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV313557;;;2615.0;;;;;;190.0;;11 kW;510.0;широкая хромированная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV246579;;;2615.0;;;;;;190.0;;11 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV838048;;;2150.0;;;;;;190.0;;11 kW;570.0;черная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV153764;;;2221.0;;;;;;190.0;;11 kW;570.0;латунная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV366830;;;2272.0;;;;;;190.0;;11 kW;570.0;узкая золотая  
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV115737;;;2750.0;;;;;;190.0;;11 kW;570.0;широкая золотая  
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV145328;;;2272.0;;;;;;190.0;;11 kW;570.0;узкая хромированная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV745991;;;2750.0;;;;;;190.0;;11 kW;570.0;широкая хромированная 
PRISMA 1V;;;Топки / Hajduk /  Prisma;PV254103;;;2750.0;;;;;;190.0;;11 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 748131;;;2652.0;;;;;;210.0;;11 kW;450.0;черная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 897331;;;2730.0;;;;;;210.0;;11 kW;450.0;латунная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 78223;;;2780.0;;;;;;210.0;;11 kW;450.0;узкая золотая  
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 356115;;;3251.0;;;;;;210.0;;11 kW;450.0;широкая золотая  
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 511144;;;2780.0;;;;;;210.0;;11 kW;450.0;узкая хромированная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 565524;;;3251.0;;;;;;210.0;;11 kW;450.0;широкая хромированная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 60855;;;3251.0;;;;;;210.0;;11 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 795003;;;2760.0;;;;;;210.0;;11 kW;510.0;черная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 629923;;;2840.0;;;;;;210.0;;11 kW;510.0;латунная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 980386;;;2886.0;;;;;;210.0;;11 kW;510.0;узкая золотая  
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 755591;;;3361.0;;;;;;210.0;;11 kW;510.0;широкая золотая  
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 561392;;;2886.0;;;;;;210.0;;11 kW;510.0;узкая хромированная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 757386;;;3361.0;;;;;;210.0;;11 kW;510.0;широкая хромированная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 133997;;;3361.0;;;;;;210.0;;11 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 556020;;;2890.0;;;;;;210.0;;11 kW;570.0;черная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 415033;;;2960.0;;;;;;210.0;;11 kW;570.0;латунная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 386277;;;3010.0;;;;;;210.0;;11 kW;570.0;узкая золотая  
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 489872;;;3482.0;;;;;;210.0;;11 kW;570.0;широкая золотая  
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 787861;;;3010.0;;;;;;210.0;;11 kW;570.0;узкая хромированная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 735661;;;3482.0;;;;;;210.0;;11 kW;570.0;широкая хромированная 
PRISMA 1V h ;;;Топки / Hajduk /  Prisma;P 168425;;;3482.0;;;;;;210.0;;11 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM135549;;;1590.0;;;;;;170.0;;10 kW;450.0;черная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM399017;;;1665.0;;;;;;170.0;;10 kW;450.0;латунная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM995712;;;1715.0;;;;;;170.0;;10 kW;450.0;узкая золотая  
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM89508;;;2190.0;;;;;;170.0;;10 kW;450.0;широкая золотая  
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM796972;;;1715.0;;;;;;170.0;;10 kW;450.0;узкая хромированная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM473690;;;2190.0;;;;;;170.0;;10 kW;450.0;широкая хромированная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM527035;;;2190.0;;;;;;170.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM6772;;;1768.0;;;;;;170.0;;10 kW;510.0;черная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM70230;;;1840.0;;;;;;170.0;;10 kW;510.0;латунная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM11097;;;1895.0;;;;;;170.0;;10 kW;510.0;узкая золотая  
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM831123;;;2365.0;;;;;;170.0;;10 kW;510.0;широкая золотая  
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM982764;;;1895.0;;;;;;170.0;;10 kW;510.0;узкая хромированная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM910351;;;2365.0;;;;;;170.0;;10 kW;510.0;широкая хромированная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM491024;;;2365.0;;;;;;170.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM904044;;;1946.0;;;;;;170.0;;10 kW;570.0;черная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM793498;;;2020.0;;;;;;170.0;;10 kW;570.0;латунная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM208849;;;2070.0;;;;;;170.0;;10 kW;570.0;узкая золотая  
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM524705;;;2545.0;;;;;;170.0;;10 kW;570.0;широкая золотая  
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM652672;;;2070.0;;;;;;170.0;;10 kW;570.0;узкая хромированная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM606702;;;2545.0;;;;;;170.0;;10 kW;570.0;широкая хромированная 
PRISMA 1V M;;;Топки / Hajduk /  Prisma;PM249341;;;2545.0;;;;;;170.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph132294;;;2515.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph782015;;;2590.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph651040;;;2645.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph667712;;;3120.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph640811;;;2645.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph758917;;;3120.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph506586;;;3120.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph992093;;;2695.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph608838;;;2770.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph352562;;;2821.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph355873;;;3295.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph20499;;;2821.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph101424;;;3295.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph555995;;;3295.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph745047;;;2880.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph18767;;;2955.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph950887;;;3005.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph25786;;;3480.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph888949;;;3005.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph876381;;;3480.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA 1V Mh;;;Топки / Hajduk /  Prisma;Ph939241;;;3480.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 347027;;;1775.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 945254;;;1850.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 869334;;;1899.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 306647;;;2375.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 124296;;;1899.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 457825;;;2375.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 958806;;;2375.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 331824;;;1950.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 860618;;;2021.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 488950;;;2075.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 35730;;;2549.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 608928;;;2075.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 464832;;;2549.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 949412;;;2549.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 976532;;;2115.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 466747;;;2190.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 532777;;;2245.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 426055;;;2720.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 997070;;;2245.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 790161;;;2720.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA K    ;;;Топки / Hajduk /  Prisma;P 864921;;;2720.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps154575;;;2110.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps792606;;;2185.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps73928;;;2235.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps878665;;;2710.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps503813;;;2235.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps37739;;;2710.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps883124;;;2710.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps224749;;;2240.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps185618;;;2312.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps383925;;;2365.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps901496;;;2840.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps46669;;;2365.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps127161;;;2840.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps695789;;;2840.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps261074;;;2475.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps946354;;;2546.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps541797;;;2598.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps639774;;;3070.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps836436;;;2598.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps440603;;;3070.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA K    one part glass;;;Топки / Hajduk /  Prisma;Ps693313;;;3070.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph184795;;;2670.0;;;;;;205.0;;10 kW;450.0;черная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph651405;;;2745.0;;;;;;205.0;;10 kW;450.0;латунная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph780527;;;2798.0;;;;;;205.0;;10 kW;450.0;узкая золотая  
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph17655;;;3270.0;;;;;;205.0;;10 kW;450.0;широкая золотая  
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph939005;;;2798.0;;;;;;205.0;;10 kW;450.0;узкая хромированная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph363188;;;3270.0;;;;;;205.0;;10 kW;450.0;широкая хромированная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph674824;;;3270.0;;;;;;205.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph125456;;;2846.0;;;;;;205.0;;10 kW;510.0;черная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph605289;;;2930.0;;;;;;205.0;;10 kW;510.0;латунная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph379562;;;2975.0;;;;;;205.0;;10 kW;510.0;узкая золотая  
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph19822;;;3450.0;;;;;;205.0;;10 kW;510.0;широкая золотая  
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph652480;;;2975.0;;;;;;205.0;;10 kW;510.0;узкая хромированная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph351376;;;3450.0;;;;;;205.0;;10 kW;510.0;широкая хромированная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph70095;;;3450.0;;;;;;205.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph309178;;;3030.0;;;;;;205.0;;10 kW;570.0;черная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph935460;;;3105.0;;;;;;205.0;;10 kW;570.0;латунная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph881614;;;3156.0;;;;;;205.0;;10 kW;570.0;узкая золотая  
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph883214;;;3630.0;;;;;;205.0;;10 kW;570.0;широкая золотая  
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph165897;;;3156.0;;;;;;205.0;;10 kW;570.0;узкая хромированная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph373390;;;3630.0;;;;;;205.0;;10 kW;570.0;широкая хромированная 
PRISMA K h;;;Топки / Hajduk /  Prisma;Ph526769;;;3630.0;;;;;;205.0;;10 kW;570.0;шлифованная, полированная  стальная 
