Заголовок;Содержимое;Описание;Категория;Артикул;Изображение;В наличии;Цена;Цена на распродаже;Начало распродажи;Время начала распродажи;Дата окончания распродажи;Время окончания распродажи;Масса;Размер;Мощность;Высота стекла;Рамка
PRISMA KRh   ;;;Серия Prisma;P 713;;;3955.0;;;;;;205.0;;10 kW;570.0;широкая золотая  
PRISMA KRh   ;;;Серия Prisma;P 627;;;3485.0;;;;;;205.0;;10 kW;570.0;узкая хромированная 
PRISMA KRh   ;;;Серия Prisma;P 386;;;3955.0;;;;;;205.0;;10 kW;570.0;широкая хромированная 
PRISMA KRh   ;;;Серия Prisma;P 261;;;3955.0;;;;;;205.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA DR   ;;;Серия Prisma;P 305;;;4645.0;;;;;;380.0;;14 kW;450.0;черная 
PRISMA DR   ;;;Серия Prisma;P 453;;;4795.0;;;;;;380.0;;14 kW;450.0;латунная 
PRISMA DR   ;;;Серия Prisma;P 474;;;4899.0;;;;;;380.0;;14 kW;450.0;узкая золотая  
PRISMA DR   ;;;Серия Prisma;P 562;;;5845.0;;;;;;380.0;;14 kW;450.0;широкая золотая  
PRISMA DR   ;;;Серия Prisma;P 833;;;4899.0;;;;;;380.0;;14 kW;450.0;узкая хромированная 
PRISMA DR   ;;;Серия Prisma;P 294;;;5845.0;;;;;;380.0;;14 kW;450.0;широкая хромированная 
PRISMA DR   ;;;Серия Prisma;P 994;;;5845.0;;;;;;380.0;;14 kW;450.0;шлифованная, полированная  стальная 
PRISMA DR   ;;;Серия Prisma;P 569;;;4830.0;;;;;;380.0;;14 kW;510.0;черная 
PRISMA DR   ;;;Серия Prisma;P 834;;;4903.0;;;;;;380.0;;14 kW;510.0;латунная 
PRISMA DR   ;;;Серия Prisma;P 875;;;4955.0;;;;;;380.0;;14 kW;510.0;узкая золотая  
PRISMA DR   ;;;Серия Prisma;P 973;;;6030.0;;;;;;380.0;;14 kW;510.0;широкая золотая  
PRISMA DR   ;;;Серия Prisma;P 157;;;4955.0;;;;;;380.0;;14 kW;510.0;узкая хромированная 
PRISMA DR   ;;;Серия Prisma;P 902;;;6030.0;;;;;;380.0;;14 kW;510.0;широкая хромированная 
PRISMA DR   ;;;Серия Prisma;P 697;;;6030.0;;;;;;380.0;;14 kW;510.0;шлифованная, полированная  стальная 
PRISMA DR   ;;;Серия Prisma;P 861;;;5010.0;;;;;;380.0;;14 kW;570.0;черная 
PRISMA DR   ;;;Серия Prisma;P 725;;;5085.0;;;;;;380.0;;14 kW;570.0;латунная 
PRISMA DR   ;;;Серия Prisma;P 804;;;5135.0;;;;;;380.0;;14 kW;570.0;узкая золотая  
PRISMA DR   ;;;Серия Prisma;P 586;;;6210.0;;;;;;380.0;;14 kW;570.0;широкая золотая  
PRISMA DR   ;;;Серия Prisma;P 917;;;5135.0;;;;;;380.0;;14 kW;570.0;узкая хромированная 
PRISMA DR   ;;;Серия Prisma;P 733;;;6210.0;;;;;;380.0;;14 kW;570.0;широкая хромированная 
PRISMA DR   ;;;Серия Prisma;P 824;;;6210.0;;;;;;380.0;;14 kW;570.0;шлифованная, полированная  стальная 
PRISMA DRh   ;;;Серия Prisma;P 227;;;5475.0;;;;;;410.0;;14 kW;450.0;черная 
PRISMA DRh   ;;;Серия Prisma;P 321;;;5549.0;;;;;;410.0;;14 kW;450.0;латунная 
PRISMA DRh   ;;;Серия Prisma;P 598;;;5600.0;;;;;;410.0;;14 kW;450.0;узкая золотая  
PRISMA DRh   ;;;Серия Prisma;P 884;;;6210.0;;;;;;410.0;;14 kW;450.0;широкая золотая  
PRISMA DRh   ;;;Серия Prisma;P 657;;;5600.0;;;;;;410.0;;14 kW;450.0;узкая хромированная 
PRISMA DRh   ;;;Серия Prisma;P 175;;;6210.0;;;;;;410.0;;14 kW;450.0;широкая хромированная 
PRISMA DRh   ;;;Серия Prisma;P 489;;;6210.0;;;;;;410.0;;14 kW;450.0;шлифованная, полированная  стальная 
PRISMA DRh   ;;;Серия Prisma;P 995;;;5590.0;;;;;;410.0;;14 kW;510.0;черная 
PRISMA DRh   ;;;Серия Prisma;P 272;;;5660.0;;;;;;410.0;;14 kW;510.0;латунная 
PRISMA DRh   ;;;Серия Prisma;P 692;;;5715.0;;;;;;410.0;;14 kW;510.0;узкая золотая  
PRISMA DRh   ;;;Серия Prisma;P 499;;;6210.0;;;;;;410.0;;14 kW;510.0;широкая золотая  
PRISMA DRh   ;;;Серия Prisma;P 293;;;5715.0;;;;;;410.0;;14 kW;510.0;узкая хромированная 
PRISMA DRh   ;;;Серия Prisma;P 276;;;6210.0;;;;;;410.0;;14 kW;510.0;широкая хромированная 
PRISMA DRh   ;;;Серия Prisma;P 700;;;6210.0;;;;;;410.0;;14 kW;510.0;шлифованная, полированная  стальная 
PRISMA DRh   ;;;Серия Prisma;P 240;;;5695.0;;;;;;410.0;;14 kW;570.0;черная 
PRISMA DRh   ;;;Серия Prisma;P 290;;;5768.0;;;;;;410.0;;14 kW;570.0;латунная 
PRISMA DRh   ;;;Серия Prisma;P 804;;;5820.0;;;;;;410.0;;14 kW;570.0;узкая золотая  
PRISMA DRh   ;;;Серия Prisma;P 247;;;6210.0;;;;;;410.0;;14 kW;570.0;широкая золотая  
PRISMA DRh   ;;;Серия Prisma;P 121;;;5820.0;;;;;;410.0;;14 kW;570.0;узкая хромированная 
PRISMA DRh   ;;;Серия Prisma;P 233;;;6210.0;;;;;;410.0;;14 kW;570.0;широкая хромированная 
PRISMA DRh   ;;;Серия Prisma;P 109;;;6210.0;;;;;;410.0;;14 kW;570.0;шлифованная, полированная  стальная 
PRISMA E;;;Серия Prisma;PE687;;;2075.0;;;;;;210.0;;13 kW;450.0;черная 
PRISMA E;;;Серия Prisma;PE694;;;2150.0;;;;;;210.0;;13 kW;450.0;латунная 
PRISMA E;;;Серия Prisma;PE997;;;2205.0;;;;;;210.0;;13 kW;450.0;узкая золотая  
PRISMA E;;;Серия Prisma;PE240;;;2675.0;;;;;;210.0;;13 kW;450.0;широкая золотая  
PRISMA E;;;Серия Prisma;PE912;;;2205.0;;;;;;210.0;;13 kW;450.0;узкая хромированная 
PRISMA E;;;Серия Prisma;PE259;;;2675.0;;;;;;210.0;;13 kW;450.0;широкая хромированная 
PRISMA E;;;Серия Prisma;PE377;;;2675.0;;;;;;210.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E;;;Серия Prisma;PE571;;;2256.0;;;;;;210.0;;13 kW;510.0;черная 
PRISMA E;;;Серия Prisma;PE640;;;2335.0;;;;;;210.0;;13 kW;510.0;латунная 
PRISMA E;;;Серия Prisma;PE241;;;2385.0;;;;;;210.0;;13 kW;510.0;узкая золотая  
PRISMA E;;;Серия Prisma;PE720;;;2860.0;;;;;;210.0;;13 kW;510.0;широкая золотая  
PRISMA E;;;Серия Prisma;PE937;;;2385.0;;;;;;210.0;;13 kW;510.0;узкая хромированная 
PRISMA E;;;Серия Prisma;PE752;;;2860.0;;;;;;210.0;;13 kW;510.0;широкая хромированная 
PRISMA E;;;Серия Prisma;PE185;;;2860.0;;;;;;210.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E;;;Серия Prisma;PE568;;;2435.0;;;;;;210.0;;13 kW;570.0;черная 
PRISMA E;;;Серия Prisma;PE780;;;2505.0;;;;;;210.0;;13 kW;570.0;латунная 
PRISMA E;;;Серия Prisma;PE376;;;2560.0;;;;;;210.0;;13 kW;570.0;узкая золотая  
PRISMA E;;;Серия Prisma;PE797;;;3032.0;;;;;;210.0;;13 kW;570.0;широкая золотая  
PRISMA E;;;Серия Prisma;PE232;;;2560.0;;;;;;210.0;;13 kW;570.0;узкая хромированная 
PRISMA E;;;Серия Prisma;PE211;;;3032.0;;;;;;210.0;;13 kW;570.0;широкая хромированная 
PRISMA E;;;Серия Prisma;PE855;;;3032.0;;;;;;210.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E one part glass;;;Серия Prisma;Ps532;;;2275.0;;;;;;210.0;;13 kW;450.0;черная 
PRISMA E one part glass;;;Серия Prisma;Ps103;;;2350.0;;;;;;210.0;;13 kW;450.0;латунная 
PRISMA E one part glass;;;Серия Prisma;Ps961;;;2405.0;;;;;;210.0;;13 kW;450.0;узкая золотая  
PRISMA E one part glass;;;Серия Prisma;Ps552;;;2876.0;;;;;;210.0;;13 kW;450.0;широкая золотая  
PRISMA E one part glass;;;Серия Prisma;Ps833;;;2405.0;;;;;;210.0;;13 kW;450.0;узкая хромированная 
PRISMA E one part glass;;;Серия Prisma;Ps902;;;2876.0;;;;;;210.0;;13 kW;450.0;широкая хромированная 
PRISMA E one part glass;;;Серия Prisma;Ps166;;;2876.0;;;;;;210.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E one part glass;;;Серия Prisma;Ps170;;;2469.0;;;;;;210.0;;13 kW;510.0;черная 
PRISMA E one part glass;;;Серия Prisma;Ps620;;;2545.0;;;;;;210.0;;13 kW;510.0;латунная 
PRISMA E one part glass;;;Серия Prisma;Ps545;;;2595.0;;;;;;210.0;;13 kW;510.0;узкая золотая  
PRISMA E one part glass;;;Серия Prisma;Ps443;;;3070.0;;;;;;210.0;;13 kW;510.0;широкая золотая  
PRISMA E one part glass;;;Серия Prisma;Ps697;;;2595.0;;;;;;210.0;;13 kW;510.0;узкая хромированная 
PRISMA E one part glass;;;Серия Prisma;Ps978;;;3070.0;;;;;;210.0;;13 kW;510.0;широкая хромированная 
PRISMA E one part glass;;;Серия Prisma;Ps670;;;3070.0;;;;;;210.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E one part glass;;;Серия Prisma;Ps208;;;2682.0;;;;;;210.0;;13 kW;570.0;черная 
PRISMA E one part glass;;;Серия Prisma;Ps330;;;2760.0;;;;;;210.0;;13 kW;570.0;латунная 
PRISMA E one part glass;;;Серия Prisma;Ps326;;;2810.0;;;;;;210.0;;13 kW;570.0;узкая золотая  
PRISMA E one part glass;;;Серия Prisma;Ps311;;;3285.0;;;;;;210.0;;13 kW;570.0;широкая золотая  
PRISMA E one part glass;;;Серия Prisma;Ps982;;;2810.0;;;;;;210.0;;13 kW;570.0;узкая хромированная 
PRISMA E one part glass;;;Серия Prisma;Ps194;;;3285.0;;;;;;210.0;;13 kW;570.0;широкая хромированная 
PRISMA E one part glass;;;Серия Prisma;Ps238;;;3285.0;;;;;;210.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E h;;;Серия Prisma;Ps301;;;2945.0;;;;;;230.0;;13 kW;450.0;черная 
PRISMA E h;;;Серия Prisma;Ps804;;;3020.0;;;;;;230.0;;13 kW;450.0;латунная 
PRISMA E h;;;Серия Prisma;Ps131;;;3070.0;;;;;;230.0;;13 kW;450.0;узкая золотая  
PRISMA E h;;;Серия Prisma;Ph533;;;3545.0;;;;;;230.0;;13 kW;450.0;широкая золотая  
PRISMA E h;;;Серия Prisma;Ph615;;;3070.0;;;;;;230.0;;13 kW;450.0;узкая хромированная 
PRISMA E h;;;Серия Prisma;Ph704;;;3545.0;;;;;;230.0;;13 kW;450.0;широкая хромированная 
PRISMA E h;;;Серия Prisma;Ph452;;;3545.0;;;;;;230.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E h;;;Серия Prisma;Ph121;;;3105.0;;;;;;230.0;;13 kW;510.0;черная 
PRISMA E h;;;Серия Prisma;Ph959;;;3180.0;;;;;;230.0;;13 kW;510.0;латунная 
PRISMA E h;;;Серия Prisma;Ph215;;;3230.0;;;;;;230.0;;13 kW;510.0;узкая золотая  
PRISMA E h;;;Серия Prisma;Ph149;;;3710.0;;;;;;230.0;;13 kW;510.0;широкая золотая  
PRISMA E h;;;Серия Prisma;Ph563;;;3230.0;;;;;;230.0;;13 kW;510.0;узкая хромированная 
PRISMA E h;;;Серия Prisma;Ph893;;;3710.0;;;;;;230.0;;13 kW;510.0;широкая хромированная 
PRISMA E h;;;Серия Prisma;Ph572;;;3710.0;;;;;;230.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E h;;;Серия Prisma;Ph974;;;3285.0;;;;;;230.0;;13 kW;570.0;черная 
PRISMA E h;;;Серия Prisma;Ph520;;;3360.0;;;;;;230.0;;13 kW;570.0;латунная 
PRISMA E h;;;Серия Prisma;Ph463;;;3410.0;;;;;;230.0;;13 kW;570.0;узкая золотая  
PRISMA E h;;;Серия Prisma;Ph156;;;3885.0;;;;;;230.0;;13 kW;570.0;широкая золотая  
PRISMA E h;;;Серия Prisma;Ph375;;;3410.0;;;;;;230.0;;13 kW;570.0;узкая хромированная 
PRISMA E h;;;Серия Prisma;Ph843;;;3885.0;;;;;;230.0;;13 kW;570.0;широкая хромированная 
PRISMA E h;;;Серия Prisma;Ph463;;;3885.0;;;;;;230.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E h one part glass;;;Серия Prisma;Ps149;;;3075.0;;;;;;230.0;;13 kW;450.0;черная 
PRISMA E h one part glass;;;Серия Prisma;Ps130;;;3150.0;;;;;;230.0;;13 kW;450.0;латунная 
PRISMA E h one part glass;;;Серия Prisma;Ps528;;;3205.0;;;;;;230.0;;13 kW;450.0;узкая золотая  
PRISMA E h one part glass;;;Серия Prisma;Ps955;;;3675.0;;;;;;230.0;;13 kW;450.0;широкая золотая  
PRISMA E h one part glass;;;Серия Prisma;Ps663;;;3205.0;;;;;;230.0;;13 kW;450.0;узкая хромированная 
PRISMA E h one part glass;;;Серия Prisma;Ps942;;;3675.0;;;;;;230.0;;13 kW;450.0;широкая хромированная 
PRISMA E h one part glass;;;Серия Prisma;Ps504;;;3675.0;;;;;;230.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E h one part glass;;;Серия Prisma;Ps274;;;3225.0;;;;;;230.0;;13 kW;510.0;черная 
PRISMA E h one part glass;;;Серия Prisma;Ps602;;;3310.0;;;;;;230.0;;13 kW;510.0;латунная 
PRISMA E h one part glass;;;Серия Prisma;Ps476;;;3350.0;;;;;;230.0;;13 kW;510.0;узкая золотая  
PRISMA E h one part glass;;;Серия Prisma;Ps916;;;3830.0;;;;;;230.0;;13 kW;510.0;широкая золотая  
PRISMA E h one part glass;;;Серия Prisma;Ps824;;;3350.0;;;;;;230.0;;13 kW;510.0;узкая хромированная 
PRISMA E h one part glass;;;Серия Prisma;Ps205;;;3830.0;;;;;;230.0;;13 kW;510.0;широкая хромированная 
PRISMA E h one part glass;;;Серия Prisma;Ps632;;;3830.0;;;;;;230.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E h one part glass;;;Серия Prisma;Ps725;;;3475.0;;;;;;230.0;;13 kW;570.0;черная 
PRISMA E h one part glass;;;Серия Prisma;Ps702;;;3550.0;;;;;;230.0;;13 kW;570.0;латунная 
PRISMA E h one part glass;;;Серия Prisma;Ps845;;;3598.0;;;;;;230.0;;13 kW;570.0;узкая золотая  
PRISMA E h one part glass;;;Серия Prisma;Ps236;;;4070.0;;;;;;230.0;;13 kW;570.0;широкая золотая  
PRISMA E h one part glass;;;Серия Prisma;Ps871;;;3598.0;;;;;;230.0;;13 kW;570.0;узкая хромированная 
PRISMA E h one part glass;;;Серия Prisma;Ps463;;;4070.0;;;;;;230.0;;13 kW;570.0;широкая хромированная 
PRISMA E h one part glass;;;Серия Prisma;Ps731;;;4070.0;;;;;;230.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E-FD;;;Серия Prisma;Ps557;;;2705.0;;;;;;195.0;;13 kW;450.0;черная 
PRISMA E-FD;;;Серия Prisma;Ps874;;;2855.0;;;;;;195.0;;13 kW;450.0;латунная 
PRISMA E-FD;;;Серия Prisma;Ps309;;;2960.0;;;;;;195.0;;13 kW;450.0;узкая золотая  
PRISMA E-FD;;;Серия Prisma;Ps610;;;3905.0;;;;;;195.0;;13 kW;450.0;широкая золотая  
PRISMA E-FD;;;Серия Prisma;Ps564;;;2960.0;;;;;;195.0;;13 kW;450.0;узкая хромированная 
PRISMA E-FD;;;Серия Prisma;Ps491;;;3905.0;;;;;;195.0;;13 kW;450.0;широкая хромированная 
PRISMA E-FD;;;Серия Prisma;Ps763;;;3905.0;;;;;;195.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E-FD;;;Серия Prisma;PD955;;;2885.0;;;;;;195.0;;13 kW;510.0;черная 
PRISMA E-FD;;;Серия Prisma;PD228;;;3035.0;;;;;;195.0;;13 kW;510.0;латунная 
PRISMA E-FD;;;Серия Prisma;PD944;;;3135.0;;;;;;195.0;;13 kW;510.0;узкая золотая  
PRISMA E-FD;;;Серия Prisma;PD369;;;4085.0;;;;;;195.0;;13 kW;510.0;широкая золотая  
PRISMA E-FD;;;Серия Prisma;PD656;;;3135.0;;;;;;195.0;;13 kW;510.0;узкая хромированная 
PRISMA E-FD;;;Серия Prisma;PD718;;;4085.0;;;;;;195.0;;13 kW;510.0;широкая хромированная 
PRISMA E-FD;;;Серия Prisma;PD908;;;4085.0;;;;;;195.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E-FD;;;Серия Prisma;PD622;;;3065.0;;;;;;195.0;;13 kW;570.0;черная 
PRISMA E-FD;;;Серия Prisma;PD244;;;3210.0;;;;;;195.0;;13 kW;570.0;латунная 
PRISMA E-FD;;;Серия Prisma;PD495;;;3315.0;;;;;;195.0;;13 kW;570.0;узкая золотая  
PRISMA E-FD;;;Серия Prisma;PD706;;;4260.0;;;;;;195.0;;13 kW;570.0;широкая золотая  
PRISMA E-FD;;;Серия Prisma;PD126;;;3315.0;;;;;;195.0;;13 kW;570.0;узкая хромированная 
PRISMA E-FD;;;Серия Prisma;PD235;;;4260.0;;;;;;195.0;;13 kW;570.0;широкая хромированная 
PRISMA E-FD;;;Серия Prisma;PD811;;;4260.0;;;;;;195.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps136;;;3150.0;;;;;;195.0;;13 kW;450.0;черная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps392;;;3300.0;;;;;;195.0;;13 kW;450.0;латунная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps952;;;3405.0;;;;;;195.0;;13 kW;450.0;узкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps278;;;4354.0;;;;;;195.0;;13 kW;450.0;широкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps142;;;3405.0;;;;;;195.0;;13 kW;450.0;узкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps634;;;4354.0;;;;;;195.0;;13 kW;450.0;широкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps950;;;4354.0;;;;;;195.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps763;;;3295.0;;;;;;195.0;;13 kW;510.0;черная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps236;;;3443.0;;;;;;195.0;;13 kW;510.0;латунная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps676;;;3485.0;;;;;;195.0;;13 kW;510.0;узкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps341;;;4493.0;;;;;;195.0;;13 kW;510.0;широкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps123;;;3485.0;;;;;;195.0;;13 kW;510.0;узкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps998;;;4493.0;;;;;;195.0;;13 kW;510.0;широкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps510;;;4493.0;;;;;;195.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps840;;;3935.0;;;;;;195.0;;13 kW;570.0;черная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps917;;;4085.0;;;;;;195.0;;13 kW;570.0;латунная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps289;;;4185.0;;;;;;195.0;;13 kW;570.0;узкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps436;;;5135.0;;;;;;195.0;;13 kW;570.0;широкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps980;;;4185.0;;;;;;195.0;;13 kW;570.0;узкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps803;;;5135.0;;;;;;195.0;;13 kW;570.0;широкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps831;;;5135.0;;;;;;195.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E-FD h;;;Серия Prisma;Ps241;;;3655.0;;;;;;215.0;;13 kW;450.0;черная 
PRISMA E-FD h;;;Серия Prisma;Ps696;;;3805.0;;;;;;215.0;;13 kW;450.0;латунная 
PRISMA E-FD h;;;Серия Prisma;Ps384;;;3910.0;;;;;;215.0;;13 kW;450.0;узкая золотая  
PRISMA E-FD h;;;Серия Prisma;Ps226;;;4855.0;;;;;;215.0;;13 kW;450.0;широкая золотая  
PRISMA E-FD h;;;Серия Prisma;Ps158;;;3910.0;;;;;;215.0;;13 kW;450.0;узкая хромированная 
PRISMA E-FD h;;;Серия Prisma;Ps227;;;4855.0;;;;;;215.0;;13 kW;450.0;широкая хромированная 
PRISMA E-FD h;;;Серия Prisma;Ps685;;;4855.0;;;;;;215.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E-FD h;;;Серия Prisma;Ps882;;;3830.0;;;;;;215.0;;13 kW;510.0;черная 
PRISMA E-FD h;;;Серия Prisma;Ps222;;;3980.0;;;;;;215.0;;13 kW;510.0;латунная 
PRISMA E-FD h;;;Серия Prisma;Ps208;;;4085.0;;;;;;215.0;;13 kW;510.0;узкая золотая  
PRISMA E-FD h;;;Серия Prisma;Ps393;;;5035.0;;;;;;215.0;;13 kW;510.0;широкая золотая  
PRISMA E-FD h;;;Серия Prisma;Ph188;;;4085.0;;;;;;215.0;;13 kW;510.0;узкая хромированная 
PRISMA E-FD h;;;Серия Prisma;Ph259;;;5035.0;;;;;;215.0;;13 kW;510.0;широкая хромированная 
PRISMA E-FD h;;;Серия Prisma;Ph361;;;5035.0;;;;;;215.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E-FD h;;;Серия Prisma;Ph596;;;4010.0;;;;;;215.0;;13 kW;570.0;черная 
PRISMA E-FD h;;;Серия Prisma;Ph160;;;4157.0;;;;;;215.0;;13 kW;570.0;латунная 
PRISMA E-FD h;;;Серия Prisma;Ph132;;;4259.0;;;;;;215.0;;13 kW;570.0;узкая золотая  
PRISMA E-FD h;;;Серия Prisma;Ph737;;;5207.0;;;;;;215.0;;13 kW;570.0;широкая золотая  
PRISMA E-FD h;;;Серия Prisma;Ph226;;;4259.0;;;;;;215.0;;13 kW;570.0;узкая хромированная 
PRISMA E-FD h;;;Серия Prisma;Ph143;;;5207.0;;;;;;215.0;;13 kW;570.0;широкая хромированная 
PRISMA E-FD h;;;Серия Prisma;Ph810;;;5207.0;;;;;;215.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps468;;;3910.0;;;;;;215.0;;13 kW;450.0;черная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps222;;;4060.0;;;;;;215.0;;13 kW;450.0;латунная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps347;;;4165.0;;;;;;215.0;;13 kW;450.0;узкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps688;;;5110.0;;;;;;215.0;;13 kW;450.0;широкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps270;;;4165.0;;;;;;215.0;;13 kW;450.0;узкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps377;;;5110.0;;;;;;215.0;;13 kW;450.0;широкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps536;;;5110.0;;;;;;215.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps651;;;4015.0;;;;;;215.0;;13 kW;510.0;черная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps981;;;4160.0;;;;;;215.0;;13 kW;510.0;латунная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps156;;;4265.0;;;;;;215.0;;13 kW;510.0;узкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps379;;;5215.0;;;;;;215.0;;13 kW;510.0;широкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps928;;;4265.0;;;;;;215.0;;13 kW;510.0;узкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps867;;;5215.0;;;;;;215.0;;13 kW;510.0;широкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps383;;;5215.0;;;;;;215.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps938;;;4530.0;;;;;;215.0;;13 kW;570.0;черная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps932;;;4680.0;;;;;;215.0;;13 kW;570.0;латунная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps212;;;4785.0;;;;;;215.0;;13 kW;570.0;узкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps818;;;5730.0;;;;;;215.0;;13 kW;570.0;широкая золотая  
PRISMA E-FD one part glass;;;Серия Prisma;Ps783;;;4785.0;;;;;;215.0;;13 kW;570.0;узкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps356;;;5730.0;;;;;;215.0;;13 kW;570.0;широкая хромированная 
PRISMA E-FD one part glass;;;Серия Prisma;Ps878;;;5730.0;;;;;;215.0;;13 kW;570.0;шлифованная, полированная  стальная 
VOLCANO  1V;;;Серия Volcano;Ps430;;;1870.0;;;;;;230.0;;14 kW;450.0;черная 
VOLCANO  1V;;;Серия Volcano;Ps157;;;1945.0;;;;;;230.0;;14 kW;450.0;латунная 
VOLCANO  1V;;;Серия Volcano;Ps139;;;1995.0;;;;;;230.0;;14 kW;450.0;узкая золотая  
VOLCANO  1V;;;Серия Volcano;Ps538;;;2469.0;;;;;;230.0;;14 kW;450.0;широкая золотая  
VOLCANO  1V;;;Серия Volcano;Ps458;;;1995.0;;;;;;230.0;;14 kW;450.0;узкая хромированная 
VOLCANO  1V;;;Серия Volcano;Ps241;;;2469.0;;;;;;230.0;;14 kW;450.0;широкая хромированная 
VOLCANO  1V;;;Серия Volcano;Ps387;;;2469.0;;;;;;230.0;;14 kW;450.0;шлифованная, полированная  стальная 
VOLCANO  1V;;;Серия Volcano;Ps910;;;1935.0;;;;;;230.0;;14 kW;510.0;черная 
VOLCANO  1V;;;Серия Volcano;Ps491;;;2010.0;;;;;;230.0;;14 kW;510.0;латунная 
VOLCANO  1V;;;Серия Volcano;Ps918;;;2063.0;;;;;;230.0;;14 kW;510.0;узкая золотая  
VOLCANO  1V;;;Серия Volcano;Ps331;;;2535.0;;;;;;230.0;;14 kW;510.0;широкая золотая  
VOLCANO  1V;;;Серия Volcano;Ps215;;;2063.0;;;;;;230.0;;14 kW;510.0;узкая хромированная 
VOLCANO  1V;;;Серия Volcano;Ps303;;;2535.0;;;;;;230.0;;14 kW;510.0;широкая хромированная 
VOLCANO  1V;;;Серия Volcano;Ps843;;;2535.0;;;;;;230.0;;14 kW;510.0;шлифованная, полированная  стальная 
VOLCANO  1V;;;Серия Volcano;Ps292;;;2150.0;;;;;;230.0;;14 kW;570.0;черная 
VOLCANO  1V;;;Серия Volcano;VV630;;;2225.0;;;;;;230.0;;14 kW;570.0;латунная 
VOLCANO  1V;;;Серия Volcano;VV823;;;2278.0;;;;;;230.0;;14 kW;570.0;узкая золотая  
VOLCANO  1V;;;Серия Volcano;VV175;;;2750.0;;;;;;230.0;;14 kW;570.0;широкая золотая  
